Key	en	Status	ja
SCRIPT_INLINE_TO_ANSWER_WHY_SHOULD_I_PAY_DEDUCTIBLE	Paying a low monthly premium gives you the option of paying a small excess fee to have your phone replaced, versus paying the full retail price in the event you need to make a claim.	Uploaded	低額の月々の保険料を支払うことで、携帯電話の交換に少額の超過料金を支払うことができ、請求が必要な場合には小売価格の全額を支払うことができます。
REGISTER_DEVICE__START_INCIDENT	Register Device & Start Incident	Uploaded	デバイスの登録とインシデントの開始
NICKNAME	Nickname	Uploaded	ニックネーム
SEND_PBL_INFO	Send Payment Link	Uploaded	支払いリンクを送信する
MDN_/_DEVICE	MDN / Device	Uploaded	MDN / デバイス
OSR_COVID_MESSAGE	An Asurion certified technician will come to your location.  You will receive a confirmation email shortly with additional details about what to expect and how to prepare for your repair	Uploaded	Asurion 認定技術者があなたの場所まで伺います。すぐに、予期される内容と修理の準備方法に関する追加の詳細が記載された確認メールが届きます。
WILL_NOT_CHARGE_REASON	Battery Issue - Only covered for Laptops The product will not charge or stay charged due to the battery	Uploaded	バッテリーの問題 - ラップトップのみが対象 バッテリーが原因で製品が充電されない、または充電されたままになる
GETTING_CHARGE_DETAILS	Getting charge details	Uploaded	料金の詳細を取得する
SEND_PBL_INSTRUCTIONS	Please select a method to send the payment link.	Uploaded	支払いリンクを送信する方法を選択してください。
PICKUPDROPOFF_DROPOFF	Pick Up/Drop Off: Drop Off	Uploaded	ピックアップ/ドロップオフ:ドロップオフ
POLICY_NUMBER	Policy Number	Uploaded	規約の番号
NOTES	Notes	Uploaded	ノート
FETCHING_SERVICE_PROVIDERS_AVAILABILITY	Fetching Service Providers Availability	Uploaded	サービスプロバイダーの可用性を取得する
ASSET_TYPE	Asset Type	Uploaded	資産タイプ
MDN_LABEL	MDN	Uploaded	MDN
RETURN_MANAGEMENT_NOTE_TEXT_1	Note: Based on triage results, your product may still need to be shipped to the depot for repair. We will notify you if this is the case.	Uploaded	注: トリアージの結果に基づいて、製品を修理のためにデポに発送する必要がある場合があります。その場合はお知らせいたします。
IS_NOT_A_NUMBER	is not a number	Uploaded	数字ではありません
SHOW	Show	Uploaded	見せる
SAVE_AND_CLOSE	Save & Close	Uploaded	保存して閉じる
POSTAL_INVALID	Entered postal code is either invalid or did not return a city or state. Please try again or enter details manually	Uploaded	入力された郵便番号が無効であるか、都市または州が返されませんでした。もう一度試すか、詳細を手動で入力してください
ERROR_WITH_PAYMENT_SUBMISSION	There was an error during payment submission	Uploaded	支払いの送信中にエラーが発生しました
DELIVERY_FAILED	Delivery failed	Uploaded	配信に失敗しました
CLAIM_MODE_OFFLINE	Offline Filing Mode	Uploaded	オフラインファイリングモード
REQUESTING_TO_REPLACE_SERVICE_REQUEST	Requesting to replace Service Request...	Uploaded	サービスリクエストの交換をリクエスト中...
INCIDENT_DATE_LABEL	When did this incident happen?	Uploaded	この事件はいつ起こりましたか?
GETTING_CLIENT_CHANNEL_SETTINGS	Getting client channel settings	Uploaded	クライアントチャネル設定の取得
WEEKLY_HOURS_LABEL	Weekly Hours	Uploaded	週間営業時間
SMARTPIN_LABEL	Smart PIN Validation	Uploaded	スマート PIN 検証
MONDAY	Monday	Uploaded	月曜日
PHYSICAL_OR_VISIBLE_BATTERY_DAMAGE	Physical Or Visible Battery Damage	Uploaded	物理的または目に見えるバッテリーの損傷
3_SUMMARY_REVIEW	3. Summary Review	Uploaded	3. 総括レビュー
SERIAL_NUMBER_LESS_THAN_32	Serial Number has to be less than 32 characters	Uploaded	シリアル番号は 32 文字未満である必要があります
NAME_INPUT_MESSAGE_PROMPT	Confirm the first and last name are spelled correctly and remove any special characters	Uploaded	姓と名が正しく綴られていることを確認し、特殊文字を削除してください
STARTING_A_CLAIM	Starting a Claim	Uploaded	請求の開始
OTHER_ISSUES_REASON	Only covered for portable products.  Ex. Laptops, Tablets	Uploaded	ポータブル製品のみが対象となります。元。ラップトップ、タブレット
RETURN_EXTENSION_INPROGRESS	Return Extension In-Progress	Uploaded	返却延長が進行中
EXPRESS_CHECKIN_CREATE_CLAIM	Create Claim	Uploaded	クレームの作成
FETCHING_FULFILLMENT_OPTIONS	Fetching Fulfillment Options	Uploaded	フルフィルメント オプションの取得
INTNL_SHIPPING_LABEL	The replacement device is shipped to an international shipping address	Uploaded	交換用デバイスは海外の配送先住所に発送されます
ECHECK_MESSAGING	Today, {SYSDATE}, I’d like to confirm that you, {CUSTOMER_LASTNAME}, are authorizing a one-time payment in the amount of {SERVICE_FEE} to be processed in approximately 1-2 banking days as an electronic funds transfer or draft drawn from your account identified as routing number {ENTERED_ROUTING_NUMBER} and account number {ENTERED_ACCOUNT_NUMBER} and, if necessary, electronic credits to your account to correct erroneous debits. You also authorize us to collect any applicable return fees and/or costs incurred by us if this electronic funds transfer is not successful.	Uploaded	本日、{SYSDATE} 様、{CUSTOMER_LASTNAME} 様に、電子送金または手形として約 1 ～ 2 銀行営業日以内に処理される {SERVICE_FEE} の 1 回限りのお支払いを承認していることを確認させていただきます。ルーティング番号 {ENTERED_ROUTING_NUMBER} および口座番号 {ENTERED_ACCOUNT_NUMBER} として識別されるアカウントから引き落とされ、必要に応じて、誤った引き落としを修正するためにアカウントへの電子クレジットが引き出されます。また、お客様は、この電子送金が成功しなかった場合に当社が発生する該当する返品手数料および/または費用を当社が徴収することを承認するものとします。
INSURANCE_CLAIM_?	Insurance Claim ?	Uploaded	保険請求?
FETCHING_EXTERNAL_APP_CONFIG	Fetching External App Config	Uploaded	外部アプリ構成の取得
ESTIMATED_DELIVERY_DATE	Estimated Delivery Date	Uploaded	お届け予定日
PAYMENT_DECLINED_INCORRECT_BILLING_ADDRESS	Billing address is incorrect.  Update the billing details or try a different payment method.	Uploaded	請求先住所が間違っています。請求の詳細を更新するか、別の支払い方法を試してください。
STORE_DETAILS	Store Details	Uploaded	店舗詳細
EMAIL_DESTINATION	Email Destination	Uploaded	メールの宛先
SECURITY_VERIFICATION	Security Verification	Uploaded	セキュリティの検証
CREATING_WORK_BASKET_ITEM_FOR_SERVICE_BENCH	Creating work basket item for Service Bench	Uploaded	Service Ben のワーク バスケット アイテムの作成
DEVICE_/_NICKNAME	Device / Nickname	Uploaded	デバイス/ニックネーム
REIMBURSEMENT_REQUIRED	Reimbursement Method is required	Uploaded	払い戻し方法は必須です
UPSELL_OFFER_PA4TIERS	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial  Protect Advantage for 4 upgrade offer:","The monthly charge is $45.00 per mobile account enrolled, billed to your wireless account. You can get eight shared claims for physical damage, loss and theft In any 12 consecutive months and six shared claims for accidental damage from handling within any 12 consecutive months, with a maximum device value of $3500 per claim. You also get unlimited claims for out of warranty malfunctions. A non-refundable deductible or service fee will be charged to your wireless account for each approved claim.  Deductible amounts for devices connected to the AT&T network range from $25 to $275 depending on the device tier. For Wi-Fi tablets not connected to the AT&T network, the deductible or service fee amounts are $89 to repair and $199 to replace. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed.   Enrollment is optional and will auto-renew monthly until canceled.  Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges.  You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for 4 アップグレード オファーに同意する場合、すべての通話で必要になります。","月額料金は、登録されているモバイル アカウントごとに 45.00 ドルです。連続 12 か月以内の物理的損傷、紛失、盗難に対する 8 件の共有請求と、連続 12 か月以内の取り扱いによる偶発的な損傷に対する 6 件の共有請求を受け取ることができ、1 件の請求につき最大デバイス価格は 3,500 ドルです。また、保証対象外の故障に対する無制限の請求も受けられます。承認された請求ごとに、返金不可の免責金額またはサービス料金がワイヤレス アカウントに請求されます。AT&T ネットワークに接続されているデバイスの免責金額は、デバイス層に応じて 25 ドルから 275 ドルの範囲ですAT&T ネットワークに接続されていない Wi-Fi タブレットの場合、免責金額またはサービス料金は修理に $89、交換に $199 です。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションで、キャンセルされるまで毎月自動更新されます。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することでいつでもキャンセルでき、未経過料金の返金を受けられます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」]
RETURN_MANAGEMENT_TEXT_3	Most repairs are triaged within 2 hours	Uploaded	ほとんどの修理は 2 時間以内に優先順位付けされます
DEREGISTER_DEVICE_LABEL	Deregister	Uploaded	登録を解除する
RETURN_MANAGEMENT_TEXT_4	Repairs have a 12 month warranty	Uploaded	修理には12か月の保証が付いています
RETURN_MANAGEMENT_TEXT_1	No appointment necessary	Uploaded	予約は必要ありません
RETURN_MANAGEMENT_TEXT_2	Bring your product and power cord to the selected location	Uploaded	製品と電源コードを選択した場所に持っていきます
FEATURE_QUERY_WHY_SHOULD_I_PAY_DEDUCTIBLE	What should I say if the customer asks why they have to pay a monthly premium and still pay an excess fee?	Uploaded	顧客がなぜ月々の保険料を支払っているのに超過料金を支払わなければならないのかと尋ねたら、どう答えるべきでしょうか?
CHANGE_METHOD_OF_PAYMENT	Change Method of Payment	Uploaded	支払い方法の変更
STOLEN	Stolen	Uploaded	盗まれた
MLFNC_HEADER_SMALLPARTS	What is malfunctioning?	Uploaded	故障とは何ですか?
QUERY_INLINE_NOT_AWARE_OF_DEDUCTIBLE	What should I say if the customer says I was not aware that an excess fee was going to be required?	Uploaded	超過料金が必要になるとは知らなかったと顧客が言ったら何と言えばよいでしょうか?
SELECTED_CARRIER	Selected Carrier	Uploaded	選択した通信事業者
VZW_WARRANTY_CLAIMS	VzW Warranty Claims	Uploaded	VzW の保証請求
CIS_COVID_MESSAGE	You may have the option to remain in your car to drop-off and pick-up your device.  Availability is dependent on location and location conditions	Uploaded	車に乗ったままデバイスを預けたり受け取ったりすることもできる場合があります。可用性は場所と立地条件によって異なります
ADDED	Added	Uploaded	追加した
ACSRY_LABEL_OR	Accessories requested for ...	Uploaded	要求された付属品...
MLFUNC	Something is wrong with the device	Uploaded	デバイスに問題があります
FETCHING_LANGUAGE_LABELS	Fetching Language Labels	Uploaded	言語ラベルの取得
PART_DESCRIPTION	Part Description	Uploaded	部品の説明
CLAIM_TYPE	Claim Type	Uploaded	請求の種類
RETURN_MANAGEMENT_LABEL	Additional Details	Uploaded	さらなる詳細
ADRV_VERIFICATION	Name/address verification	Uploaded	名前/住所の確認
ESCALATION	Escalation	Uploaded	エスカレーション
CHECK_STATUS	Check Status	Uploaded	ステータスの確認
REQUEST_REIMBURSE_ADDITIONAL_AMOUNT	Request Additional Reimbursement Amount	Uploaded	追加の払い戻し額をリクエストする
CHECKING_FOR_ALL_REGISTERED_ASSETS	Checking for all registered assets...	Uploaded	登録されているすべてのアセットを確認しています...
WORK_TYPE	Work Type	Uploaded	作業の種類
NEW_AMIGO_PAGUITO_INFO	Please make sure you explain to the customer about the possibility of using this deductible as a downpayment for a brand new Amigo Paguito!	Uploaded	この免責金額を新品のアミーゴ パギートの頭金として使用できる可能性について、必ずお客様に説明してください。
SHIP_LABEL_DELIVERY_METHOD	Shipping Label Delivery Method	Uploaded	配送ラベルの配送方法
CHANGE_CLAIM_DETAILS	Change Claim Details	Uploaded	請求詳細の変更
ASSET_END_DATE	Asset End Date	Uploaded	資産終了日
SENDING_COMMUNICATION	Sending Communication	Uploaded	通信の送信
RETAIL_NO_RESULTS_FOUND	No enrollment was found.   Ask the customer for additional   details and search again. Make sure that this is the information   provided at enrollment.	Uploaded	登録が見つかりませんでした。   顧客に追加の要求をする   詳細を確認して再度検索してください。これが情報であることを確認してください   入学時に提供されます。
CHECKOUT_TRANSFER_FAILED	IVR Checkout transfer failed. Try again or manually fill in below fields with customer's payment information	Uploaded	IVR チェックアウト転送に失敗しました。もう一度試すか、下のフィールドに顧客の支払い情報を手動で入力してください
PINNED_NOTES_MAX_LIMIT_MSG	The maximum amount of pinned notes has been reached. (3) Please unpin an existing note and try again.	Uploaded	固定されたノートの最大数に達しました。 (3) 既存のメモの固定を解除して、もう一度お試しください。
TAX	Tax	WorkbasketUploaded	税
CREATING_REIMBURSEMENT_ORDER	Creating Reimbursement Order	Uploaded	払い戻し注文の作成
FETCHING_PFR_SHIPPING_METHODS	Fetching PFR Shipping Methods	Uploaded	PFR 配送方法の取得
WRAPPING_UP_YOUR_CLAIM	Wrapping up your claim	Uploaded	主張をまとめる
BYPASS_VALIDATION	Bypass Validation	Uploaded	検証のバイパス
EXPRESS_CHECKIN_MAKE/MODEL	Make/Model	Uploaded	メーカー/モデル
RETAIL_STDEXCH_ADDITIONAL_DETAILS_TEXT_1	Product return is not required.	Uploaded	商品の返品は必要ありません。
RETAIL_STDEXCH_ADDITIONAL_DETAILS_TEXT_2	Customer will receive an email with available options within 1 business day	Uploaded	お客様は 1 営業日以内に利用可能なオプションを記載した電子メールを受け取ります
RETAIL_STDEXCH_ADDITIONAL_DETAILS_TEXT_3	If no replacement options are available, FMV reimbursement will be offered.	Uploaded	交換オプションが利用できない場合は、FMV の払い戻しが提供されます。
ACCOUNT_NUMBER	Account No.	Uploaded	アカウントなし。
FETCHING_SECURITY_TOKEN	Fetching Security Token	Uploaded	セキュリティトークンの取得
PBL_MODAL_SENDCOMM_ERROR_MESSAGE	There was an error with sending communication, please try again	Uploaded	通信の送信中にエラーが発生しました。もう一度お試しください。
VERIFYING_CUSTOMER	Verifying Customer	Uploaded	顧客の確認
CREATED_BY	Created By	Uploaded	によって作成された
FETCHING_PAYMENT_METHODS__CREATING_CHARGE_ORDER	Fetching Payment Methods & Creating Charge Order	Uploaded	支払い方法の取得と請求オーダーの作成
NONTECH	Non-technical problem	Uploaded	技術的以外の問題
VERIZON_QUESTION_MESSAGE	Read aloud to customer:	Uploaded	お客様に読み上げます:
CREATION_DATE	Creation Date	Uploaded	作成日
DEVICE_PRICE	Device Price	Uploaded	デバイスの価格
INTERACTIVE_VOICE_LOGGING_IN	Interactive Voice Logging in…	Uploaded	対話型音声ログイン中…
PIN_MAX_ATTEMPT_REACHED	You have reached the maximum attempts to validate your account through Security Verification PIN. Please proceed the verification process via Address Verifcation if available.If you are able to validate through Address Verification, please click on the continue to proceed with the claim flow. If unable to validate through Address Verification, click on the 'Cannot Verify Caller' button on the lower right.	Uploaded	セキュリティ検証 PIN によるアカウント検証の最大試行回数に達しました。可能な場合は、住所検証を介して検証プロセスを続行してください。住所検証を介して検証できた場合は、[続行] をクリックして請求フローを続行してください。アドレス検証で検証できない場合は、右下の [発信者を検証できない] ボタンをクリックします。
UPDATING_AGGREGATE_LIMITS	Updating Aggregate Limits...	Uploaded	集計制限を更新しています...
CALLER_NAME	Caller Name	Uploaded	発信者名
VIEW_CASE_DETAILS	View Case Details	Uploaded	ケースの詳細を表示
CLAIM_MODE_ONLINE	Live Call Mode	Uploaded	ライブ通話モード
POSTAL_NULL	Unfortunately, there was no enrolled postal code on file. Please select "Shipping Address" or select "New Address" and enter in new address for payment	Uploaded	残念ながら、登録された郵便番号はファイルにありませんでした。 「配送先住所」を選択するか、「新しい住所」を選択して支払い用の新しい住所を入力してください
CLOSED	Closed	Uploaded	閉まっている
SERVICE_FEE	Service Fee	Uploaded	サービス料
NEW_CARD_MSG	New credit card information is needed. Please enter new credit card information	Uploaded	新しいクレジット カード情報が必要です。新しいクレジットカード情報を入力してください
GETTING_AVAILABLE_ASSET_TYPES	Getting Available Asset Types...	Uploaded	利用可能なアセット タイプを取得しています...
PART	Part	Uploaded	一部
UPS_STRIKE_MSG	Due to the UPS strike, there may be shipping delays. We will work on getting your replacement to you as soon as possible	Uploaded	UPS のストライキにより、配送に遅れが生じる可能性があります。できるだけ早く交換品をお届​​けできるよう努めます
CRACKED_SCREEN_MESSAGE_SAMSUNG	Note: For Non Fold/Non Flip Devices, advise customers to remove their case and screen protector prior to assessing device damage.	Uploaded	注: 折りたたみ式/フリップ式でないデバイスの場合は、デバイスの損傷を評価する前にケースとスクリーン プロテクターを外すようお客様にアドバイスしてください。
REQUEST_APPROVED	Request Is Approved	Uploaded	リクエストは承認されました
BEST_DESCRIBES_PROBLEM	What best describes the problem?	Uploaded	この問題を最もよく説明しているものは何でしょうか?
BACKORDER_MSG	Back Ordered	Uploaded	入荷待ち
PAYMENT_DECLINED_ASK_DIFFERENT_PAYMENT_METHOD	Payment was declined.  Ask the customer for a different payment method.	Uploaded	支払いが拒否されました。お客様に別のお支払い方法を依頼してください。
PBL_MODAL_SYS_ERROR_MSG	A system error occurred in the payment process. Please try again, or send the customer a Resume Payment on Web email	Uploaded	支払い処理でシステムエラーが発生しました。もう一度お試しいただくか、お客様に「Web での支払い再開」メールを送信してください
NAME_POSTAL_CODE	Name, Postal Code	Uploaded	名前、郵便番号
TODAY	Today	Uploaded	今日
CREATING_MAIL_COMMUNICATION_REQUEST	Creating Mail Communication Request	Uploaded	メール通信リクエストの作成
QUERY_NOT_AWARE_OF_DEDUCTIBLE	What should I say if the customer says I was not aware that a deductible was going to be required	Uploaded	免責金額が必要になるとは知らなかったと顧客が言ったら何と言えばよいでしょうか
SHIPPING_DETAILS	Shipping Details	Uploaded	発送詳細
CLAIM_DATE	Claim Date	Uploaded	請求日
PLEASE_PROVIDE_ADDITIONAL_DETAILS	Please Provide Additional Details	Uploaded	追加の詳細を入力してください
NEXT_ACTION_CANCEL	Please Provide the Correct Device Details or Click Cancel to go Back to Incident Path Determination.	Uploaded	正しいデバイスの詳細を入力するか、「キャンセル」をクリックしてインシデント パスの決定に戻ってください。
SUR/RRD/RUD_CLAIMS	SUR/RRD/RUD Claims	Uploaded	SUR/RRD/RUD の請求
SCRATCHES_DENTS_REASON	Cosmetic Damage - Not covered The product has scratches, dents or other damage that does not impact the functionality of the product.	Uploaded	外観上の損傷 - 対象外 製品の機能に影響を及ぼさない傷、凹み、その他の損傷がある商品。
AMOUNT_REQUESTED	要求金額	Uploaded	要求金額
EXPRESS_CHECKIN_LSU_WARNING	If you have not already done so, I recommend you suspend service on your claimed device in order to avoid unauthorized usage and charges to your account. Would you like me to provide you the direct number for ATT Customer Care or transfer you at the end of our call?	Uploaded	まだ停止していない場合は、不正使用やアカウントへの請求を避けるために、請求したデバイスのサービスを一時停止することをお勧めします。 ATT カスタマー ケアの直通番号をお知らせしますか、それとも電話が終わったら転送しますか?
UPSELL_OFFER_PA4BTIERS	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial  Protect Advantage for Business for 4 upgrade offer:","The monthly charge is $45.00 per mobile account enrolled, billed to your wireless account. You can get eight shared claims for physical damage, loss and theft In any 12 consecutive months and six shared claims for accidental damage from handling within any 12 consecutive months, with a maximum device value of $3500 per claim. You also get unlimited claims for out of warranty malfunctions. A non-refundable deductible or service fee will be charged to your wireless account for each approved claim.  Deductible amounts for devices connected to the AT&T network range from $25 to $275 depending on the device tier. For Wi-Fi tablets not connected to the AT&T network, the deductible or service fee amounts are $89 to repair and $199 to replace. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed.   Enrollment is optional and will auto-renew monthly until canceled.  Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges.  You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for Business for 4 アップグレード オファーに同意する場合、すべての通話で必要になります。","月額料金はモバイル 1 台あたり $45.00 です。アカウントが登録され、ワイヤレス アカウントに請求されます。連続 12 か月以内の物理的損傷、紛失、盗難に対する 8 件の共有請求と、連続 12 か月以内の取り扱いによる偶発的損害に対する 6 件の共有請求を取得できます。デバイスの最大価格は 1 件あたり 3,500 ドルです。保証対象外の故障については、無制限の請求も受けられます。承認された請求ごとに、返金不可の免責金額またはサービス料金がワイヤレス アカウントに請求されます。AT&T ネットワークに接続されているデバイスの免責金額は、状況に応じて 25 ドルから 275 ドルの範囲です。デバイス層。AT&T ネットワークに接続されていない Wi-Fi タブレットの場合、免責金額またはサービス料金は修理に $89、交換に $199 です。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションで、キャンセルされるまで毎月自動更新されます。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することでいつでもキャンセルでき、未経過料金の返金を受けられます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」]
CLAIM_MODE_RESEARCH	Research Mode	Uploaded	研究モード
SCRIPT_INLINE_REPAIR_TO_ANSWER_WHY_SHOULD_I_PAY_DEDUCTIBLE	Paying a low monthly premium gives you the option of paying a small excess fee to have your phone repaired, versus paying the full retail price in the event you need to make a claim.	Uploaded	低額の月々の保険料を支払うことで、携帯電話の修理に少額の超過料金を支払うことができ、請求が必要な場合には小売価格の全額を支払うことができます。
CREATED_WB_ITEM_LABEL	A request to review the reimbursement amount has been created. Advise the customer that they will be contacted within 1 business day.	Uploaded	償還金額の見直しリクエストが作成されました。 1 営業日以内に連絡することをお客様に伝えます。
PROCESSING_EIF_ESCALATION	Processing EIF Escalation	Uploaded	EIF エスカレーションの処理
LOADING_REIMBURSEMENT_DETAILS	Loading reimbursement details	Uploaded	払い戻しの詳細をロードしています
REPAIR_LOCATION	Repair Location	Uploaded	修理箇所
UPSELL_OFFER_LP4BTIERS	["If the customer is interested or wants to know more, read the following script. This script is required on every call when the customer accepts the initial  Protect Advantage for Business for 4 upgrade offer:","The monthly charge is $45.00 per mobile account enrolled, billed to your wireless account. You can get eight shared claims for physical damage, loss and theft In any 12 consecutive months and six shared claims for accidental damage from handling within any 12 consecutive months, with a maximum device value of $3500 per claim. You also get unlimited claims for out of warranty malfunctions. A non-refundable deductible or service fee will be charged to your wireless account for each approved claim.  Deductible amounts for devices connected to the AT&T network range from $25 to $275 depending on the device tier. For Wi-Fi tablets not connected to the AT&T network, the deductible or service fee amounts are $89 to repair and $199 to replace. Replacements may be AT&T Certified Restored and color, features and accessory compatibility is not guaranteed.   Enrollment is optional and will auto-renew monthly until canceled.  Cancel any time at att.com in your wireless account or by calling 888.562.8662 and get a refund for unearned charges.  You can see program terms and repair details at anytime at phoneclaim.com/att."]	Uploaded	["顧客が興味がある場合、または詳細を知りたい場合は、次のスクリプトをお読みください。このスクリプトは、顧客が最初の Protect Advantage for Business for 4 アップグレード オファーに同意する場合、すべての通話で必要になります。","月額料金はモバイル 1 台あたり $45.00 です。アカウントが登録され、ワイヤレス アカウントに請求されます。連続 12 か月以内の物理的損傷、紛失、盗難に対する 8 件の共有請求と、連続 12 か月以内の取り扱いによる偶発的損害に対する 6 件の共有請求を取得できます。デバイスの最大価格は 1 件あたり 3,500 ドルです。保証対象外の故障については、無制限の請求も受けられます。承認された請求ごとに、返金不可の免責金額またはサービス料金がワイヤレス アカウントに請求されます。AT&T ネットワークに接続されているデバイスの免責金額は、状況に応じて 25 ドルから 275 ドルの範囲です。デバイス層。AT&T ネットワークに接続されていない Wi-Fi タブレットの場合、免責金額またはサービス料金は修理に $89、交換に $199 です。交換品は AT&T Certified Restored である場合があり、色、機能、アクセサリの互換性は保証されません。登録はオプションで、キャンセルされるまで毎月自動更新されます。ワイヤレス アカウントの att.com で、または 888.562.8662 に電話することでいつでもキャンセルでき、未経過料金の返金を受けられます。プログラムの規約と修理の詳細は、phoneclaim.com/att でいつでも確認できます。」]
SERVICE_CENTER_NAME	Service Center Name	Uploaded	サービスセンター名
CUSTOMER_REFUSED	Customer Refused	Uploaded	顧客が拒否した
SAVING_SELECTED_STORE	Saving Selected Store	Uploaded	選択したストアを保存する
PINNED_NOTES	Pinned Notes	Uploaded	固定されたメモ
CREATING_SEND_COMMUNICATION_REQUEST	Creating Send Communication Request	Uploaded	送信通信リクエストの作成
VERIFY_CUSTOMER_FAILURE_MSG	Customer identification services are unavailable. Please proceed with offline verification	Uploaded	本人確認サービスはご利用いただけません。オフライン認証を続行してください
REMOTE_TECH	Remote Tech	Uploaded	リモート技術
UPDATING_ADDRESS	Updating Address	Uploaded	住所を更新中
REPLACE_SUBMITTED_IPD	An advanced exchange claim has already been submitted for this customer. Please check Account Home for updates.	Uploaded	この顧客については、事前交換請求がすでに送信されています。最新情報については、アカウント ホームを確認してください。
LOADING_WORKITEMS	Loading Workitems…	Uploaded	作業項目をロード中…
REPAIR_UNSUCCESSFUL_DESCRIPTION	The previous repair claim was unsuccessful. Click resume incident to view post repair options.	Uploaded	前回の修理請求は失敗しました。インシデントを再開をクリックすると、修復後のオプションが表示されます。
ADVEXCH	Advanced Exchange	Uploaded	事前交換
OPEN_SERVICE_SOLUTIONS_WB	There is an open Service Solutions Work Basket Item that needs to be resolved before there can be any action taken on this case.	Uploaded	このケースに対してアクションを実行する前に、解決する必要がある未解決のサービス ソリューション ワーク バスケット アイテムがあります。
IVR_CHECKOUT_DESCRIPTION_MESSAGING	Automated IVR Checkout is available for this customer. Does the customer agree to IVR Checkout?	Uploaded	この顧客は自動 IVR チェックアウトを利用できます。顧客は IVR チェックアウトに同意しますか?
ACCOUNT_NO	Account Number	Uploaded	口座番号
INSURANCE_CLAIMS	Insurance Claims	Uploaded	保険金請求
EPAPER_TOKEN_v3	Billing Token	Uploaded	請求トークン
TOTAL_AMOUNT	Total Amount	WorkbasketUploaded	合計金額
1_PRIMARY_PROBLEM	1. Primary Problem	Uploaded	1. 主な問題
MAX_REGISTRATION_FOR_PROGRAM	Max Registerations Reached, System Can not File a Claim For This Device	Uploaded	最大登録数に達しました。システムはこのデバイスの要求を提出できません
PICKUPDROPOFF_PICKUP	Pick Up/Drop Off: Pick Up	Uploaded	ピックアップ/ドロップオフ: ピックアップ
PAYMENT_METHOD_REQUESTED	Payment method requested:	Uploaded	要求された支払い方法:
I_M_E_I	IMEI Number	Uploaded	IMEI番号
Q_THERE_MDN_ASSOCIATED_WITH_DEVICE	Is there an MDN associated with this device?	Uploaded	このデバイスに関連付けられた MDN はありますか?
NO_FMV_FOUND	Fair Market Value is not available for this product. Please edit desired amount through Edit Amount Request button.	Uploaded	この製品の公正市場価格は利用できません。金額リクエストの編集ボタンからご希望の金額を編集してください。
UPDATING_DEVICE_DETAILS	Updating device details	Uploaded	デバイスの詳細を更新しています
SEARCHING_CUSTOMER	Searching Customer	Uploaded	顧客を探しています
SAME_DAY_DETAILS	Expert will arrive {deliveryDay}, {selectedDate} between {selectedTimeSlot}	Uploaded	エキスパートは {deliveryDay}、{selectedDate} の間に {selectedTimeSlot} の間に到着します
CREATING_NEW_ENROLLMENT	Creating new enrollment	Uploaded	新規登録の作成
CAPTURE_EU_USER_RELATIONSHIP_DETAILS	Any communications will still go to the policyholder. However, the person added onto the policy will be able to process claims and make changes to the policy without us needing to speak to you, is that ok?	Uploaded	すべての通信は引き続き保険契約者に送信されます。ただし、ポリシーに追加された担当者は、私たちがあなたと話すことなく、請求を処理したり、ポリシーを変更したりすることができますが、大丈夫ですか?
END_CALL	End Call	Uploaded	通話終了
REGISTER_DEVICE_LABEL	Register Device & Start Incident	Uploaded	デバイスの登録とインシデントの開始
BEST_DESCRIBES_DAMAGE	What best describes the type of damage?	Uploaded	損傷の種類を最もよく表すものは何ですか?
FETCHING_REPLACEMENT_EQUIPMENTS	Fetching Replacement Equipments	Uploaded	交換用機器の入手
GETTING_FULLFIMENT_OPTIONS	Getting Fullfiment Options...	Uploaded	フルフィルメント オプションを取得しています...
Q_MDN_ASSOCIATED_WITH_DEVICE	is the MDN associated with this device?	Uploaded	MDN はこのデバイスに関連付けられていますか?
EXPRESS_CHECKIN_SMS/TEXT_UPDATES	SMS/Text Updates	Uploaded	SMS/テキストアップデート
ENTER_NEW_CREDIT_CARD_INFO	Enter New Credit Card Info	Uploaded	新しいクレジットカード情報を入力してください
